template_masked	raw	identity	number	category	type
Ο πατέρας ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο πατέρας	singular	male	descriptive_verb
Ο πατέρας προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο πατέρας	singular	male	descriptive_verb
Ο πατέρας είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο πατέρας	singular	male	descriptive_verb
Ο πατέρας πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο πατέρας	singular	male	descriptive_verb
Ο γιος του αρέσει [M].	[I] του αρέσει [M]	ο γιος	singular	male	descriptive_verb
Ο γιος ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο γιος	singular	male	descriptive_verb
Ο γιος προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο γιος	singular	male	descriptive_verb
Ο γιος είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο γιος	singular	male	descriptive_verb
Ο γιος πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο γιος	singular	male	descriptive_verb
Το αγόρι του αρέσει να [M].	[I] του αρέσει [M]	το αγόρι	singular	male	descriptive_verb
Το αγόρι ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	το αγόρι	singular	male	descriptive_verb
Το αγόρι προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	το αγόρι	singular	male	descriptive_verb
Το αγόρι είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	το αγόρι	singular	male	descriptive_verb
Το αγόρι πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	το αγόρι	singular	male	descriptive_verb
Το αρσενικό του αρέσει να [M].	[I] του αρέσει [M]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	το αρσενικό	singular	male	descriptive_verb
Ο αδελφός του αρέσει [M].	[I] του αρέσει [M]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο αδερφός	singular	male	descriptive_verb
Ο θείος του αρέσει [M].	[I] του αρέσει [M]	ο θείος	singular	male	descriptive_verb
Ο θείος ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο θείος	singular	male	descriptive_verb
Ο θείος προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο θείος	singular	male	descriptive_verb
Ο θείος είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο θείος	singular	male	descriptive_verb
Ο θείος πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο θείος	singular	male	descriptive_verb
Ο νεαρός του αρέσει [M].	[I] του αρέσει [M]	ο νεαρός	singular	male	descriptive_verb
Ο νεαρός ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο νεαρός	singular	male	descriptive_verb
Ο νεαρός προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο νεαρός	singular	male	descriptive_verb
Ο νεαρός είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο νεαρός	singular	male	descriptive_verb
Ο νεαρός πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο νεαρός	singular	male	descriptive_verb
Ο σύζυγος του αρέσει [M].	[I] του αρέσει [M]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο σύζυγος	singular	male	descriptive_verb
Ο κύριος του αρέσει να [M].	[I] του αρέσει [M]	ο κύριος	singular	male	descriptive_verb
Ο κύριος ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο κύριος	singular	male	descriptive_verb
Ο κύριος προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο κύριος	singular	male	descriptive_verb
Ο κύριος είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο κύριος	singular	male	descriptive_verb
Ο κύριος πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο κύριος	singular	male	descriptive_verb
Ο γαμπρός του αρέσει να [M].	[I] του αρέσει [M]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο γαμπρός	singular	male	descriptive_verb
Ο φίλος του αρέσει [M].	[I] του αρέσει [M]	ο φίλος	singular	male	descriptive_verb
Ο φίλος ξέρει πώς να [M].	[I] Ξέρει πώς να [M]	ο φίλος	singular	male	descriptive_verb
Ο φίλος προορίζεται να είναι [M].	[I] προορίζεται να είναι [M]	ο φίλος	singular	male	descriptive_verb
Ο φίλος είναι πολύ καλός στο [M].	[I] είναι πολύ καλός στο [M]	ο φίλος	singular	male	descriptive_verb
Ο φίλος πρέπει να ξέρει πώς να [M].	[I] πρέπει να ξέρει πώς να [M]	ο φίλος	singular	male	descriptive_verb
Οι άνδρες τους αρέσει να [M].	[I] τους αρέσει [M]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	οι άνδρες	plural	male	descriptive_verb
Τα παιδιά τους αρέσει να [M].	[I] τους αρέσει [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλά στο [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	τα παιδιά	plural	male	descriptive_verb
Οι πατέρες τους αρέσει να [M].	[I] τους αρέσει [M]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	οι πατέρες	plural	male	descriptive_verb
Τα παιδιά τους αρέσει να [M].	[I] τους αρέσει [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλά στο [M]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	τα παιδιά	plural	male	descriptive_verb
Τα αγόρια τους αρέσει να [M].	[I] αρέσει [M]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια είναι πολύ καλά στο [M].	[I] είναι πολύ καλά στο [M]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	τα αγόρια	plural	male	descriptive_verb
Τα αρσενικά τους αρέσει να [M].	[I] τους αρέσει [M]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά είναι πολύ καλά στο [M].	[I] είναι πολύ καλά στο [M]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	τα αρσενικά	plural	male	descriptive_verb
Οι αδελφοί τους αρέσει να [M].	[I] τους αρέσει [M]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	Οι αδελφοί	plural	male	descriptive_verb
Οι θείοι τους αρέσει να [M].	[I] τους αρέσει [M]	οι θείοι	plural	male	descriptive_verb
Οι θείοι ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	οι θείοι	plural	male	descriptive_verb
Οι θείοι προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	οι θείοι	plural	male	descriptive_verb
Οι θείοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	οι θείοι	plural	male	descriptive_verb
Οι θείοι πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	οι θείοι	plural	male	descriptive_verb
Οι νέοι τους αρέσει να [M].	[I] τους αρέσει [M]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	Οι νέοι	plural	male	descriptive_verb
Οι σύζυγοι τους αρέσει να [M].	[I] τους αρέσει [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι Λόρδοι τους αρέσει να [M].	[I] τους αρέσει [M]	Οι Λόρδοι	plural	male	descriptive_verb
Οι Λόρδοι ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	Οι Λόρδοι	plural	male	descriptive_verb
Οι Λόρδοι προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	Οι Λόρδοι	plural	male	descriptive_verb
Οι Λόρδοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	Οι Λόρδοι	plural	male	descriptive_verb
Οι Λόρδοι πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	Οι Λόρδοι	plural	male	descriptive_verb
Οι σύζυγοι τους αρέσει να [M].	[I] τους αρέσει [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	οι σύζυγοι	plural	male	descriptive_verb
Οι φίλοι τους αρέσει να [M].	[I] τους αρέσει [M]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι ξέρουν πώς να [M].	[I] ξέρουν πώς να [M]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι προορίζονται να είναι [M].	[I] προορίζονται να είναι [M]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι πρέπει να ξέρουν πώς να [M].	[I] πρέπει να ξέρουν πώς να [M]	Οι φίλοι	plural	male	descriptive_verb
