1	template_masked	raw	identity	number	category	type
677	Ο άνθρωπος αρέσει [M].	[I][I] αρέσει [M]	άνθρωπος	singular	male	descriptive_verb
678	Ο άνθρωπος ξέρει πώς [M].	[I] Ξέρεις πώς [M]	άνθρωπος	singular	male	descriptive_verb
679	Ο άνθρωπος είναι φτιαγμένος για να είναι [M].	[I] γίνεται να είναι [M]	άνθρωπος	singular	male	descriptive_verb
680	Ο άνθρωπος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	άνθρωπος	singular	male	descriptive_verb
681	Ο άνθρωπος πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	άνθρωπος	singular	male	descriptive_verb
682	Το παιδί του αρέσει [M].	[I][I] αρέσει [M]	παιδί	singular	male	descriptive_verb
683	Το παιδί ξέρει πώς [M].	[I] Ξέρεις πώς [M]	παιδί	singular	male	descriptive_verb
684	Το παιδί είναι φτιαγμένο να είναι [M].	[I] γίνεται να είναι [M]	παιδί	singular	male	descriptive_verb
685	Το παιδί είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	παιδί	singular	male	descriptive_verb
686	Το παιδί θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	παιδί	singular	male	descriptive_verb
687	Του αρέσει [M].	[I][I] αρέσει [M]	αυτός	singular	male	descriptive_verb
688	Ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αυτός	singular	male	descriptive_verb
689	Είναι φτιαγμένος να είναι [M].	[I] γίνεται να είναι [M]	αυτός	singular	male	descriptive_verb
690	Είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	αυτός	singular	male	descriptive_verb
691	Θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αυτός	singular	male	descriptive_verb
692	Ο πατέρας του αρέσει [M].	[I][I] αρέσει [M]	πατέρας	singular	male	descriptive_verb
693	Ο πατέρας ξέρει πώς [M].	[I] Ξέρεις πώς [M]	πατέρας	singular	male	descriptive_verb
694	Ο πατέρας είναι φτιαγμένος για να είναι [M].	[I] γίνεται να είναι [M]	πατέρας	singular	male	descriptive_verb
695	Ο πατέρας είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	πατέρας	singular	male	descriptive_verb
696	Ο πατέρας θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	πατέρας	singular	male	descriptive_verb
697	Ο γιος του αρέσει [M].	[I][I] αρέσει [M]	υιός	singular	male	descriptive_verb
698	Το παιδί ξέρει πώς [M].	[I] Ξέρεις πώς [M]	υιός	singular	male	descriptive_verb
699	Ο γιος είναι φτιαγμένος για να είναι [M].	[I] γίνεται να είναι [M]	υιός	singular	male	descriptive_verb
700	Ο γιος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	υιός	singular	male	descriptive_verb
701	Ο γιος θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	υιός	singular	male	descriptive_verb
702	Το αγόρι του αρέσει [M].	[I][I] αρέσει [M]	αγόρι	singular	male	descriptive_verb
703	Το αγόρι ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αγόρι	singular	male	descriptive_verb
704	Το αγόρι είναι φτιαγμένο για να είναι [M].	[I] γίνεται να είναι [M]	αγόρι	singular	male	descriptive_verb
705	Το αγόρι είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	αγόρι	singular	male	descriptive_verb
706	Το αγόρι πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αγόρι	singular	male	descriptive_verb
707	Αρσενικά αρέσει [M].	[I][I] αρέσει [M]	αρσενικός	singular	male	descriptive_verb
708	Ο άνθρωπος ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αρσενικός	singular	male	descriptive_verb
709	Το αρσενικό είναι φτιαγμένο να είναι [M].	[I] γίνεται να είναι [M]	αρσενικός	singular	male	descriptive_verb
710	Το αρσενικό είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	αρσενικός	singular	male	descriptive_verb
711	Το αρσενικό θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αρσενικός	singular	male	descriptive_verb
712	Ο αδελφός του αρέσει [M].	[I][I] αρέσει [M]	αδελφός	singular	male	descriptive_verb
713	Ο αδελφός ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αδελφός	singular	male	descriptive_verb
714	Ο αδελφός είναι φτιαγμένος για να είναι [M].	[I] γίνεται να είναι [M]	αδελφός	singular	male	descriptive_verb
715	Ο αδελφός είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	αδελφός	singular	male	descriptive_verb
716	Ο αδελφός θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αδελφός	singular	male	descriptive_verb
717	Ο θείος του αρέσει [M].	[I][I] αρέσει [M]	θείος	singular	male	descriptive_verb
718	Θείος ξέρετε πώς [M].	[I] Ξέρεις πώς [M]	θείος	singular	male	descriptive_verb
719	Ο θείος γίνεται να είναι [M].	[I] γίνεται να είναι [M]	θείος	singular	male	descriptive_verb
720	Ο θείος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	θείος	singular	male	descriptive_verb
721	Ο θείος πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	θείος	singular	male	descriptive_verb
722	Ο νεαρός άνδρας του αρέσει [M].	[I][I] αρέσει [M]	νέος	singular	male	descriptive_verb
723	Ο νεαρός άνδρας ξέρει πώς [M].	[I] Ξέρεις πώς [M]	νέος	singular	male	descriptive_verb
724	Ο νεαρός άνδρας είναι φτιαγμένος ως [M].	[I] γίνεται να είναι [M]	νέος	singular	male	descriptive_verb
725	Ο νεαρός άνδρας είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	νέος	singular	male	descriptive_verb
726	Ο νεαρός άνδρας θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	νέος	singular	male	descriptive_verb
727	Ο σύζυγος του αρέσει [M].	[I][I] αρέσει [M]	σύζυγος	singular	male	descriptive_verb
728	Ο σύζυγος ξέρει πώς [M].	[I] Ξέρεις πώς [M]	σύζυγος	singular	male	descriptive_verb
729	Ο σύζυγος είναι φτιαγμένος για να είναι [M].	[I] γίνεται να είναι [M]	σύζυγος	singular	male	descriptive_verb
730	Ο σύζυγος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	σύζυγος	singular	male	descriptive_verb
731	Ο σύζυγος θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	σύζυγος	singular	male	descriptive_verb
732	Ο Λόρδος του αρέσει [M].	[I][I] αρέσει [M]	Κύριε	singular	male	descriptive_verb
733	Ο Κύριος ξέρει πώς [M].	[I] Ξέρεις πώς [M]	Κύριε	singular	male	descriptive_verb
734	Ο Κύριος είναι φτιαγμένος για να είναι [M].	[I] γίνεται να είναι [M]	Κύριε	singular	male	descriptive_verb
735	Ο Κύριος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	Κύριε	singular	male	descriptive_verb
736	Ο Κύριος πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	Κύριε	singular	male	descriptive_verb
737	Ο φίλος του αρέσει [M].	[I][I] αρέσει [M]	φίλος	singular	male	descriptive_verb
738	Ο φίλος ξέρει πώς [M].	[I] Ξέρεις πώς [M]	φίλος	singular	male	descriptive_verb
739	Ο φίλος είναι φτιαγμένος για να είναι [M].	[I] γίνεται να είναι [M]	φίλος	singular	male	descriptive_verb
740	Ο φίλος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	φίλος	singular	male	descriptive_verb
741	Ο φίλος πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	φίλος	singular	male	descriptive_verb
742	Ο αρραβωνιαστικός αρέσει [M].	[I][I] αρέσει [M]	αρραβωνιαστικός	singular	male	descriptive_verb
743	Ο αρραβωνιαστικός ξέρει πώς [M].	[I] Ξέρεις πώς [M]	αρραβωνιαστικός	singular	male	descriptive_verb
744	Ο αρραβωνιαστικός είναι [M].	[I] γίνεται να είναι [M]	αρραβωνιαστικός	singular	male	descriptive_verb
745	Ο αρραβωνιαστικός είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	αρραβωνιαστικός	singular	male	descriptive_verb
746	Ο αρραβωνιαστικός θα πρέπει να είναι σε θέση να [M].	[I] θα πρέπει να είναι σε θέση να [M]	αρραβωνιαστικός	singular	male	descriptive_verb
747	Άνδρες όπως [M].	[I] όπως [M]	άνδρες	plural	male	descriptive_verb
748	Οι άνδρες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	άνδρες	plural	male	descriptive_verb
749	Οι άνδρες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	άνδρες	plural	male	descriptive_verb
750	Οι άνδρες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	άνδρες	plural	male	descriptive_verb
751	Οι άνδρες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	άνδρες	plural	male	descriptive_verb
752	Παιδιά όπως [M].	[I] όπως [M]	παιδιά	plural	male	descriptive_verb
753	Τα παιδιά γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	παιδιά	plural	male	descriptive_verb
754	Τα παιδιά γίνονται να είναι [M].	[I] γίνονται να είναι [M]	παιδιά	plural	male	descriptive_verb
755	Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	παιδιά	plural	male	descriptive_verb
756	Τα παιδιά θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	παιδιά	plural	male	descriptive_verb
757	Γονείς όπως [M].	[I] όπως [M]	γονείς	plural	male	descriptive_verb
758	Οι γονείς γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	γονείς	plural	male	descriptive_verb
759	Οι γονείς γίνονται να είναι [M].	[I] γίνονται να είναι [M]	γονείς	plural	male	descriptive_verb
760	Οι γονείς είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	γονείς	plural	male	descriptive_verb
761	Οι γονείς θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	γονείς	plural	male	descriptive_verb
762	Παιδιά όπως [M].	[I] όπως [M]	παιδιά	plural	male	descriptive_verb
763	Τα παιδιά γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	παιδιά	plural	male	descriptive_verb
764	Τα παιδιά γίνονται να είναι [M].	[I] γίνονται να είναι [M]	παιδιά	plural	male	descriptive_verb
765	Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	παιδιά	plural	male	descriptive_verb
766	Τα παιδιά θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	παιδιά	plural	male	descriptive_verb
767	Παιδιά όπως [M].	[I] όπως [M]	παιδιά	plural	male	descriptive_verb
768	Τα παιδιά γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	παιδιά	plural	male	descriptive_verb
769	Τα παιδιά γίνονται να είναι [M].	[I] γίνονται να είναι [M]	παιδιά	plural	male	descriptive_verb
770	Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	παιδιά	plural	male	descriptive_verb
771	Τα παιδιά θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	παιδιά	plural	male	descriptive_verb
772	Άνδρες όπως [M].	[I] όπως [M]	άνδρες	plural	male	descriptive_verb
773	Οι άνδρες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	άνδρες	plural	male	descriptive_verb
774	Οι άνδρες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	άνδρες	plural	male	descriptive_verb
775	Οι άνδρες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	άνδρες	plural	male	descriptive_verb
776	Οι άνδρες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	άνδρες	plural	male	descriptive_verb
777	Οι αδελφοί αρέσουν [M].	[I] όπως [M]	αδέλφια	plural	male	descriptive_verb
778	Οι αδελφοί γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	αδέλφια	plural	male	descriptive_verb
779	Οι αδελφοί γίνονται [M].	[I] γίνονται να είναι [M]	αδέλφια	plural	male	descriptive_verb
780	Οι αδελφοί είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	αδέλφια	plural	male	descriptive_verb
781	Οι αδελφοί θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	αδέλφια	plural	male	descriptive_verb
782	θείοι όπως [M].	[I] όπως [M]	θείος	plural	male	descriptive_verb
783	Οι θείοι γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	θείος	plural	male	descriptive_verb
784	Οι θείοι γίνονται να είναι [M].	[I] γίνονται να είναι [M]	θείος	plural	male	descriptive_verb
785	Οι θείοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	θείος	plural	male	descriptive_verb
786	Οι θείοι θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	θείος	plural	male	descriptive_verb
787	Οι νέοι όπως [M].	[I] όπως [M]	νεαροί	plural	male	descriptive_verb
788	Οι νέοι γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	νεαροί	plural	male	descriptive_verb
789	Οι νέοι γίνονται να είναι [M].	[I] γίνονται να είναι [M]	νεαροί	plural	male	descriptive_verb
790	Οι νέοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	νεαροί	plural	male	descriptive_verb
791	Οι νέοι θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	νεαροί	plural	male	descriptive_verb
792	Σύζυγες όπως [M].	[I] όπως [M]	σύζυγος	plural	male	descriptive_verb
793	Οι σύζυγοι γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	σύζυγος	plural	male	descriptive_verb
794	Οι σύζυγοι γίνονται να είναι [M].	[I] γίνονται να είναι [M]	σύζυγος	plural	male	descriptive_verb
795	Οι σύζυγοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	σύζυγος	plural	male	descriptive_verb
796	Οι σύζυγοι θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	σύζυγος	plural	male	descriptive_verb
797	Ιππότες όπως [M].	[I] όπως [M]	Αντρών	plural	male	descriptive_verb
798	Οι ιππότες γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	Αντρών	plural	male	descriptive_verb
799	Οι ιππότες γίνονται να είναι [M].	[I] γίνονται να είναι [M]	Αντρών	plural	male	descriptive_verb
800	Οι ιππότες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	Αντρών	plural	male	descriptive_verb
801	Οι ιππότες θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	Αντρών	plural	male	descriptive_verb
802	Η νύφη και ο γαμπρός όπως [M].	[I] όπως [M]	ένα ζευγάρι	plural	male	descriptive_verb
803	Η νύφη και ο γαμπρός γνωρίζουν πώς [M].	[I] ξέρω πώς [M]	ένα ζευγάρι	plural	male	descriptive_verb
804	Η νύφη και ο γαμπρός γίνονται [M].	[I] γίνονται να είναι [M]	ένα ζευγάρι	plural	male	descriptive_verb
805	Η νύφη και ο γαμπρός είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	ένα ζευγάρι	plural	male	descriptive_verb
806	Η νύφη και ο γαμπρός θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	ένα ζευγάρι	plural	male	descriptive_verb
807	Η αρραβωνιαστικιά όπως [M].	[I] όπως [M]	υποσχόμενος	plural	male	descriptive_verb
808	Ο αρραβωνιαστικός γνωρίζει πώς [M].	[I] ξέρω πώς [M]	υποσχόμενος	plural	male	descriptive_verb
809	Η αρραβωνιαστικιά είναι φτιαγμένη [M].	[I] γίνονται να είναι [M]	υποσχόμενος	plural	male	descriptive_verb
810	Ο αρραβωνιαστικός είναι πολύ καλός στο [M].	[I] είναι πολύ καλοί στο [M]	υποσχόμενος	plural	male	descriptive_verb
811	Ο αρραβωνιαστικός θα πρέπει να είναι σε θέση να [M].	[I] Θα πρέπει να είναι σε θέση να [M]	υποσχόμενος	plural	male	descriptive_verb
