1	template_masked_1	template_masked_2	raw_1	raw_2	identity_1	identity_2	similarity_template	similarity_raw	match
613	Οι γυναίκες γνωρίζουν πώς να [M].	Οι γυναίκες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι γυναίκες	γυναίκες	0.989	0.973	0
614	Οι γυναίκες προορίζονται να είναι [M].	Οι γυναίκες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	οι γυναίκες	γυναίκες	0.985	0.934	0
615	Οι γυναίκες είναι πολύ καλές στο [M].	Οι γυναίκες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	οι γυναίκες	γυναίκες	1.0	1.0	0
616	Οι γυναίκες πρέπει να γνωρίζουν πώς να [M].	Οι γυναίκες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	οι γυναίκες	γυναίκες	0.984	0.941	0
617	Τα κορίτσια θέλουν να [M].	Κορίτσια όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	τα κορίτσια	Κοριτσάκι	0.879	0.831	1
618	Τα κορίτσια ξέρουν πώς να [M].	Τα κορίτσια γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	τα κορίτσια	Κοριτσάκι	0.974	0.973	0
619	Τα κορίτσια προορίζονται να είναι [M].	Τα κορίτσια γίνονται για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	τα κορίτσια	Κοριτσάκι	0.978	0.934	0
620	Τα κορίτσια είναι πολύ καλά στο [M].	Τα κορίτσια είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	τα κορίτσια	Κοριτσάκι	1.0	1.0	0
621	Τα κορίτσια πρέπει να γνωρίζουν πώς να [M].	Τα κορίτσια θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	τα κορίτσια	Κοριτσάκι	0.98	0.941	0
622	Οι μητέρες θέλουν να [M].	Οι μητέρες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι μητέρες	Μητέρες	0.952	0.831	1
623	Οι μητέρες γνωρίζουν πώς να [M].	Οι μητέρες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι μητέρες	Μητέρες	0.986	0.973	0
624	Οι μητέρες προορίζονται να είναι [M].	Οι μητέρες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι μητέρες	Μητέρες	0.985	0.934	0
625	Οι μητέρες είναι πολύ καλές στο [M].	Οι μητέρες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι μητέρες	Μητέρες	1.0	1.0	0
626	Οι μητέρες πρέπει να γνωρίζουν πώς να [M].	Οι μητέρες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι μητέρες	Μητέρες	0.981	0.941	0
627	Οι κόρες θέλουν να [M].	Οι κόρες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι κόρες	κόρες	0.95	0.831	1
628	Οι κόρες ξέρουν πώς να [M].	Οι κόρες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι κόρες	κόρες	0.962	0.973	0
629	Οι κόρες προορίζονται να είναι [M].	Οι κόρες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι κόρες	κόρες	0.979	0.934	0
630	Οι κόρες είναι πολύ καλές στο [M].	Οι κόρες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι κόρες	κόρες	1.0	1.0	0
631	Οι κόρες πρέπει να γνωρίζουν πώς να [M].	Οι κόρες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι κόρες	κόρες	0.979	0.941	0
632	Τα κορίτσια θέλουν να [M].	Κορίτσια όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	τα κορίτσια	κοριτσάκι	0.879	0.831	1
633	Τα κορίτσια ξέρουν πώς να [M].	Τα κορίτσια γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	τα κορίτσια	κοριτσάκι	0.974	0.973	0
634	Τα κορίτσια προορίζονται να είναι [M].	Τα κορίτσια γίνονται για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	τα κορίτσια	κοριτσάκι	0.978	0.934	0
635	Τα κορίτσια είναι πολύ καλά στο [M].	Τα κορίτσια είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	τα κορίτσια	κοριτσάκι	1.0	1.0	0
636	Τα κορίτσια πρέπει να γνωρίζουν πώς να [M].	Τα κορίτσια θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	τα κορίτσια	κοριτσάκι	0.98	0.941	0
637	Τα θηλυκά θέλουν να [M].	Γυναίκες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	τα θηλυκά	γυναίκες	0.88	0.831	1
638	Τα θηλυκά ξέρουν πώς να [M].	Οι γυναίκες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	τα θηλυκά	γυναίκες	0.931	0.973	0
639	Τα θηλυκά προορίζονται να είναι [M].	Οι γυναίκες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	τα θηλυκά	γυναίκες	0.964	0.934	0
640	Τα θηλυκά είναι πολύ καλά στο [M].	Οι γυναίκες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	τα θηλυκά	γυναίκες	0.968	1.0	0
641	Τα θηλυκά πρέπει να γνωρίζουν πώς να [M].	Οι γυναίκες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	τα θηλυκά	γυναίκες	0.972	0.941	0
642	Οι αδελφές θέλουν να [M].	Οι αδελφές όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	οι αδελφές	αδελφές	0.947	0.831	1
643	Οι αδελφές ξέρουν πώς να [M].	Οι αδελφές γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι αδελφές	αδελφές	0.972	0.973	0
644	Οι αδελφές προορίζονται να είναι [M].	Οι αδελφές γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	οι αδελφές	αδελφές	0.983	0.934	0
645	Οι αδελφές είναι πολύ καλές στο [M].	Οι αδελφές είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	οι αδελφές	αδελφές	1.0	1.0	0
646	Οι αδελφές πρέπει να γνωρίζουν πώς να [M].	Οι αδελφές θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	οι αδελφές	αδελφές	0.981	0.941	0
647	Οι θείες σαν να [M].	Θείες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι θείες	θειές	0.919	0.831	1
648	Οι θείες ξέρουν πώς να [M].	Οι θείες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι θείες	θειές	0.965	0.973	0
649	Οι θείες προορίζονται να είναι [M].	Οι θείες γίνονται [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι θείες	θειές	0.973	0.934	0
650	Οι θείες είναι πολύ καλές στο [M].	Οι θείες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι θείες	θειές	1.0	1.0	0
651	Οι θείες πρέπει να γνωρίζουν πώς να [M].	Οι θείες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι θείες	θειές	0.979	0.941	0
652	Οι νέοι θέλουν να [M].	Οι νέοι όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι νέοι	νεαροί	0.956	0.831	1
653	Οι νέοι ξέρουν πώς να [M].	Οι νέες γυναίκες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι νέοι	νεαροί	0.958	0.973	0
654	Οι νέοι προορίζονται να είναι [M].	Οι νεαρές γυναίκες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι νέοι	νεαροί	0.974	0.934	0
655	Οι νέοι είναι πολύ καλοί στο [M].	Οι νέες γυναίκες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι νέοι	νεαροί	0.978	1.0	0
656	Οι νέοι πρέπει να γνωρίζουν πώς να [M].	Οι νέες γυναίκες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι νέοι	νεαροί	0.975	0.941	0
657	Οι συζύγους θέλουν να [M].	Σύζυγες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι σύζυγοι	χειροπέδες	0.892	0.831	1
658	Οι συζύγους γνωρίζουν πώς να [M].	Οι συζύγοι γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι σύζυγοι	χειροπέδες	0.981	0.973	0
659	Οι συζύγους προορίζονται να είναι [M].	Οι συζύγους γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι σύζυγοι	χειροπέδες	0.983	0.934	0
660	Οι συζύγους είναι πολύ καλές στο [M].	Οι συζύγους είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι σύζυγοι	χειροπέδες	1.0	1.0	0
661	Οι συζύγους πρέπει να γνωρίζουν πώς να [M].	Οι συζύγους θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι σύζυγοι	χειροπέδες	0.983	0.941	0
662	Οι κυρίες θέλουν να [M].	Κυρίες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι κυρίες	κυρίες	0.91	0.831	1
663	Οι κυρίες ξέρουν πώς να [M].	Οι κυρίες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι κυρίες	κυρίες	0.966	0.973	0
664	Οι κυρίες προορίζονται να είναι [M].	Οι κυρίες γίνονται [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι κυρίες	κυρίες	0.975	0.934	0
665	Οι κυρίες είναι πολύ καλές στο [M].	Οι κυρίες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι κυρίες	κυρίες	1.0	1.0	0
666	Οι κυρίες πρέπει να γνωρίζουν πώς να [M].	Οι κυρίες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι κυρίες	κυρίες	0.977	0.941	0
667	Οι νύφες θέλουν να [M].	Νύφες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	οι νύφες	Νύμφες	0.9	0.831	1
668	Οι νύφες γνωρίζουν πώς να [M].	Οι νύφες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι νύφες	Νύμφες	0.991	0.973	0
669	Οι νύφες προορίζονται να είναι [M].	Οι νύφες γίνονται [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	οι νύφες	Νύμφες	0.971	0.934	0
670	Οι νύφες είναι πολύ καλές στο [M].	Οι νύφες είναι πολύ καλές στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	οι νύφες	Νύμφες	1.0	1.0	0
671	Οι νύφες πρέπει να γνωρίζουν πώς να [M].	Οι νύφες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	οι νύφες	Νύμφες	0.979	0.941	0
672	Οι φίλες θέλουν να [M].	Η αρραβωνιαστικιά όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι φίλες	υποσχόμενος	0.905	0.831	1
673	Οι φίλες ξέρουν πώς να [M].	Ο αρραβωνιαστικός γνωρίζει πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι φίλες	υποσχόμενος	0.917	0.973	0
674	Οι φίλες προορίζονται να είναι [M].	Οι υποσχόμενες είναι φτιαγμένες να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι φίλες	υποσχόμενος	0.974	0.934	0
675	Οι φίλες είναι πολύ καλές στο [M].	Ο αρραβωνιαστικός είναι πολύ καλός στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι φίλες	υποσχόμενος	0.958	1.0	0
676	Οι φίλες πρέπει να γνωρίζουν πώς να [M].	Οι υποσχόμενες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι φίλες	υποσχόμενος	0.974	0.941	0
677	Ο άνθρωπος αρέσει να [M].	Ο άνθρωπος αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο άντρας	άνθρωπος	0.98	0.951	0
678	Ο άνθρωπος ξέρει πώς να [M].	Ο άνθρωπος ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο άντρας	άνθρωπος	0.988	0.978	0
679	Ο άνθρωπος προορίζεται να είναι [M].	Ο άνθρωπος είναι φτιαγμένος για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο άντρας	άνθρωπος	0.976	0.935	0
680	Ο άνθρωπος είναι πολύ καλός στο [M].	Ο άνθρωπος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο άντρας	άνθρωπος	1.0	1.0	0
681	Ο άνθρωπος πρέπει να ξέρει πώς να [M].	Ο άνθρωπος πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο άντρας	άνθρωπος	0.973	0.941	0
682	Το παιδί του αρέσει [M].	Το παιδί του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	το παιδί	παιδί	1.0	0.951	0
683	Το παιδί ξέρει πώς να [M].	Το παιδί ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	το παιδί	παιδί	0.985	0.978	0
684	Το παιδί προορίζεται να είναι [M].	Το παιδί είναι φτιαγμένο να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	το παιδί	παιδί	0.984	0.935	0
685	Το παιδί είναι πολύ καλό στο [M].	Το παιδί είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	το παιδί	παιδί	1.0	1.0	0
686	Το παιδί πρέπει να ξέρει πώς να [M].	Το παιδί θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	το παιδί	παιδί	0.965	0.941	0
687	Του αρέσει να [M].	Του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	αυτός	αυτός	0.977	0.951	0
688	Ξέρει πώς να [M].	Ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	αυτός	αυτός	0.971	0.978	0
689	Έχει σκοπό να είναι [M].	Είναι φτιαγμένος να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	αυτός	αυτός	0.959	0.935	0
690	Είναι πολύ καλός στο [M].	Είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	αυτός	αυτός	1.0	1.0	0
691	Πρέπει να ξέρει πώς να [M].	Θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	αυτός	αυτός	0.956	0.941	0
692	Ο πατέρας του αρέσει [M].	Ο πατέρας του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο πατέρας	πατέρας	1.0	0.951	0
693	Ο πατέρας ξέρει πώς να [M].	Ο πατέρας ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο πατέρας	πατέρας	0.99	0.978	0
694	Ο πατέρας πρέπει να είναι [M].	Ο πατέρας είναι φτιαγμένος για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο πατέρας	πατέρας	0.967	0.935	0
695	Ο πατέρας είναι πολύ καλός στο [M].	Ο πατέρας είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο πατέρας	πατέρας	1.0	1.0	0
696	Ο πατέρας πρέπει να ξέρει πώς να [M].	Ο πατέρας θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο πατέρας	πατέρας	0.97	0.941	0
697	Ο γιος του αρέσει [M].	Ο γιος του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο γιος	υιός	1.0	0.951	0
698	Ο γιος ξέρει πώς να [M].	Το παιδί ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο γιος	υιός	0.945	0.978	0
699	Ο γιος προορίζεται να είναι [M].	Ο γιος είναι φτιαγμένος για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο γιος	υιός	0.968	0.935	0
700	Ο γιος είναι πολύ καλός στο [M].	Ο γιος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο γιος	υιός	1.0	1.0	0
701	Ο γιος πρέπει να ξέρει πώς να [M].	Ο γιος θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο γιος	υιός	0.969	0.941	0
702	Το αγόρι αρέσει να [M].	Το αγόρι του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	το αγόρι	αγόρι	0.986	0.951	0
703	Το αγόρι ξέρει πώς να [M].	Το αγόρι ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	το αγόρι	αγόρι	0.982	0.978	0
704	Το αγόρι προορίζεται να είναι [M].	Το αγόρι είναι φτιαγμένο για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	το αγόρι	αγόρι	0.978	0.935	0
705	Το αγόρι είναι πολύ καλό στο [M].	Το αγόρι είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	το αγόρι	αγόρι	1.0	1.0	0
706	Το αγόρι πρέπει να ξέρει πώς να [M].	Το αγόρι πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	το αγόρι	αγόρι	0.956	0.941	0
707	Το αρσενικό αρέσει να [M].	Αρσενικά αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	το αρσενικό	αρσενικός	0.967	0.951	0
708	Το αρσενικό ξέρει πώς να [M].	Ο άνθρωπος ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	το αρσενικό	αρσενικός	0.952	0.978	0
709	Το αρσενικό προορίζεται να είναι [M].	Το αρσενικό είναι φτιαγμένο να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	το αρσενικό	αρσενικός	0.989	0.935	0
710	Το αρσενικό είναι πολύ καλό στο [M].	Το αρσενικό είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	το αρσενικό	αρσενικός	1.0	1.0	0
711	Το αρσενικό πρέπει να ξέρει πώς να [M].	Το αρσενικό θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	το αρσενικό	αρσενικός	0.968	0.941	0
712	Ο αδελφός του αρέσει [M].	Ο αδελφός του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο αδερφός	αδελφός	1.0	0.951	0
713	Ο αδελφός ξέρει πώς να [M].	Ο αδελφός ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο αδερφός	αδελφός	0.985	0.978	0
714	Ο αδελφός προορίζεται να είναι [M].	Ο αδελφός είναι φτιαγμένος για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο αδερφός	αδελφός	0.973	0.935	0
715	Ο αδελφός είναι πολύ καλός στο [M].	Ο αδελφός είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο αδερφός	αδελφός	1.0	1.0	0
716	Ο αδελφός πρέπει να ξέρει πώς να [M].	Ο αδελφός θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο αδερφός	αδελφός	0.966	0.941	0
717	Ο θείος του αρέσει [M].	Ο θείος του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο θείος	θείος	1.0	0.951	0
718	Ο θείος ξέρει πώς να [M].	Θείος ξέρετε πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο θείος	θείος	0.96	0.978	0
719	Ο θείος προορίζεται να είναι [M].	Ο θείος γίνεται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο θείος	θείος	0.976	0.935	0
720	Ο θείος είναι πολύ καλός στο [M].	Ο θείος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο θείος	θείος	1.0	1.0	0
721	Ο θείος πρέπει να ξέρει πώς να [M].	Ο θείος πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο θείος	θείος	0.968	0.941	0
722	Οι νέοι του αρέσει [M].	Ο νεαρός άνδρας του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο νεαρός	νέος	0.959	0.951	0
723	Οι νέοι ξέρει πώς να [M].	Ο νεαρός άνδρας ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο νεαρός	νέος	0.962	0.978	0
724	Οι νέοι προορίζονται να είναι [M].	Ο νεαρός άνδρας είναι φτιαγμένος ως [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο νεαρός	νέος	0.953	0.935	0
725	Οι νέοι είναι πολύ καλοί στο [M].	Ο νεαρός άνδρας είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο νεαρός	νέος	0.967	1.0	0
726	Οι νέοι πρέπει να ξέρουν πώς να [M].	Ο νεαρός άνδρας θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο νεαρός	νέος	0.951	0.941	0
727	Ο σύζυγος του αρέσει [M].	Ο σύζυγος του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο σύζυγος	σύζυγος	1.0	0.951	0
728	Ο σύζυγος ξέρει πώς να [M].	Ο σύζυγος ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο σύζυγος	σύζυγος	0.987	0.978	0
729	Ο σύζυγος πρέπει να είναι [M].	Ο σύζυγος είναι φτιαγμένος για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο σύζυγος	σύζυγος	0.962	0.935	0
730	Ο σύζυγος είναι πολύ καλός στο [M].	Ο σύζυγος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο σύζυγος	σύζυγος	1.0	1.0	0
731	Ο σύζυγος πρέπει να γνωρίζει πώς να [M].	Ο σύζυγος θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο σύζυγος	σύζυγος	0.983	0.941	0
732	Ο κύριος αρέσει να [M].	Ο Λόρδος του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο κύριος	Κύριε	0.962	0.951	0
733	Ο κύριος ξέρει πώς να [M].	Ο Κύριος ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο κύριος	Κύριε	0.975	0.978	0
734	Ο κύριος προορίζεται να είναι [M].	Ο Κύριος είναι φτιαγμένος για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο κύριος	Κύριε	0.968	0.935	0
735	Ο κύριος είναι πολύ καλός στο [M].	Ο Κύριος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο κύριος	Κύριε	1.0	1.0	0
736	Ο κύριος πρέπει να ξέρει πώς να [M].	Ο Κύριος πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο κύριος	Κύριε	0.971	0.941	0
737	Ο γαμπρός του αρέσει να [M].	Ο φίλος του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο γαμπρός	φίλος	0.938	0.951	0
738	Ο γαμπρός ξέρει πώς να [M].	Ο φίλος ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο γαμπρός	φίλος	0.933	0.978	0
739	Ο γαμπρός προορίζεται να είναι [M].	Ο φίλος είναι φτιαγμένος για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο γαμπρός	φίλος	0.951	0.935	0
740	Ο γαμπρός είναι πολύ καλός στο [M].	Ο φίλος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο γαμπρός	φίλος	0.976	1.0	0
741	Ο γαμπρός πρέπει να ξέρει πώς να [M].	Ο φίλος πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο γαμπρός	φίλος	0.96	0.941	0
742	Ο φίλος του αρέσει [M].	Ο αρραβωνιαστικός αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	ο φίλος	αρραβωνιαστικός	0.926	0.951	0
