template_masked	raw	identity	number	category	type
Οι κυρίες είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι κυρίες	plural	female	descriptive_verb
Οι κυρίες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι κυρίες	plural	female	descriptive_verb
Οι νύφες θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι νύφες	plural	female	descriptive_verb
Οι νύφες γνωρίζουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι νύφες	plural	female	descriptive_verb
Οι νύφες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι νύφες	plural	female	descriptive_verb
Οι νύφες είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι νύφες	plural	female	descriptive_verb
Οι νύφες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι νύφες	plural	female	descriptive_verb
Οι φίλες θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι φίλες	plural	female	descriptive_verb
Οι φίλες ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι φίλες	plural	female	descriptive_verb
Οι φίλες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι φίλες	plural	female	descriptive_verb
Οι φίλες είναι πολύ καλές στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι φίλες	plural	female	descriptive_verb
Οι φίλες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι φίλες	plural	female	descriptive_verb
Ο άνθρωπος αρέσει να [m].	[Μου αρέσει [m]	ο άντρας	singular	male	descriptive_verb
Ο άνθρωπος ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο άντρας	singular	male	descriptive_verb
Ο άνθρωπος προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	ο άντρας	singular	male	descriptive_verb
Ο άνθρωπος είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο άντρας	singular	male	descriptive_verb
Ο άνθρωπος πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο άντρας	singular	male	descriptive_verb
Το παιδί του αρέσει [m].	[Μου αρέσει [m]	το παιδί	singular	male	descriptive_verb
Το παιδί ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	το παιδί	singular	male	descriptive_verb
Το παιδί προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	το παιδί	singular	male	descriptive_verb
Το παιδί είναι πολύ καλό στο [m].	[Εγώ] είναι πολύ καλό στο [m]	το παιδί	singular	male	descriptive_verb
Το παιδί πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	το παιδί	singular	male	descriptive_verb
Του αρέσει να [m].	[Μου αρέσει [m]	αυτός	singular	male	descriptive_verb
Ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	αυτός	singular	male	descriptive_verb
Έχει σκοπό να είναι [m].	[I] πρέπει να είναι [m]	αυτός	singular	male	descriptive_verb
Είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	αυτός	singular	male	descriptive_verb
Πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	αυτός	singular	male	descriptive_verb
Ο πατέρας του αρέσει [m].	[Μου αρέσει [m]	ο πατέρας	singular	male	descriptive_verb
Ο πατέρας ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο πατέρας	singular	male	descriptive_verb
Ο πατέρας πρέπει να είναι [m].	[I] πρέπει να είναι [m]	ο πατέρας	singular	male	descriptive_verb
Ο πατέρας είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο πατέρας	singular	male	descriptive_verb
Ο πατέρας πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο πατέρας	singular	male	descriptive_verb
Ο γιος του αρέσει [m].	[Μου αρέσει [m]	ο γιος	singular	male	descriptive_verb
Ο γιος ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο γιος	singular	male	descriptive_verb
Ο γιος προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	ο γιος	singular	male	descriptive_verb
Ο γιος είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο γιος	singular	male	descriptive_verb
Ο γιος πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο γιος	singular	male	descriptive_verb
Το αγόρι αρέσει να [m].	[Μου αρέσει [m]	το αγόρι	singular	male	descriptive_verb
Το αγόρι ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	το αγόρι	singular	male	descriptive_verb
Το αγόρι προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	το αγόρι	singular	male	descriptive_verb
Το αγόρι είναι πολύ καλό στο [m].	[Εγώ] είναι πολύ καλό στο [m]	το αγόρι	singular	male	descriptive_verb
Το αγόρι πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	το αγόρι	singular	male	descriptive_verb
Το αρσενικό αρέσει να [m].	[Μου αρέσει [m]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό είναι πολύ καλό στο [m].	[Εγώ] είναι πολύ καλό στο [m]	το αρσενικό	singular	male	descriptive_verb
Το αρσενικό πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	το αρσενικό	singular	male	descriptive_verb
Ο αδελφός του αρέσει [m].	[Μου αρέσει [m]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο αδερφός	singular	male	descriptive_verb
Ο αδελφός πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο αδερφός	singular	male	descriptive_verb
Ο θείος του αρέσει [m].	[Μου αρέσει [m]	ο θείος	singular	male	descriptive_verb
Ο θείος ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο θείος	singular	male	descriptive_verb
Ο θείος προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	ο θείος	singular	male	descriptive_verb
Ο θείος είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο θείος	singular	male	descriptive_verb
Ο θείος πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο θείος	singular	male	descriptive_verb
Οι νέοι του αρέσει [m].	[Μου αρέσει [m]	ο νεαρός	singular	male	descriptive_verb
Οι νέοι ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο νεαρός	singular	male	descriptive_verb
Οι νέοι προορίζονται να είναι [m].	[I] πρέπει να είναι [m]	ο νεαρός	singular	male	descriptive_verb
Οι νέοι είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο νεαρός	singular	male	descriptive_verb
Οι νέοι πρέπει να ξέρουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο νεαρός	singular	male	descriptive_verb
Ο σύζυγος του αρέσει [m].	[Μου αρέσει [m]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος πρέπει να είναι [m].	[I] πρέπει να είναι [m]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος είναι πολύ καλός στο [m].	[I] είναι πολύ καλό στο [m]	ο σύζυγος	singular	male	descriptive_verb
Ο σύζυγος πρέπει να γνωρίζει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο σύζυγος	singular	male	descriptive_verb
Ο κύριος αρέσει να [m].	[Μου αρέσει [m]	ο κύριος	singular	male	descriptive_verb
Ο κύριος ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο κύριος	singular	male	descriptive_verb
Ο κύριος προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	ο κύριος	singular	male	descriptive_verb
Ο κύριος είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [m]	ο κύριος	singular	male	descriptive_verb
Ο κύριος πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο κύριος	singular	male	descriptive_verb
Ο γαμπρός του αρέσει να [m].	[Μου αρέσει [m]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός προορίζεται να είναι [m].	[I] πρέπει να είναι [m]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο γαμπρός	singular	male	descriptive_verb
Ο γαμπρός πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο γαμπρός	singular	male	descriptive_verb
Ο φίλος του αρέσει [m].	[Μου αρέσει [m]	ο φίλος	singular	male	descriptive_verb
Ο φίλος ξέρει πώς να [m].	[I] Ξέρει πώς να [m]	ο φίλος	singular	male	descriptive_verb
Ο φίλος πρέπει να είναι [m].	[I] πρέπει να είναι [m]	ο φίλος	singular	male	descriptive_verb
Ο φίλος είναι πολύ καλός στο [m].	[Εγώ] είναι πολύ καλό στο [m]	ο φίλος	singular	male	descriptive_verb
Ο φίλος πρέπει να ξέρει πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	ο φίλος	singular	male	descriptive_verb
Οι άνδρες θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι άνδρες	plural	male	descriptive_verb
Οι άνδρες πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι άνδρες	plural	male	descriptive_verb
Τα παιδιά θέλουν να [m].	[Εγώ] μου αρέσει [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά γνωρίζουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά είναι πολύ καλά στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	τα παιδιά	plural	male	descriptive_verb
Οι πατέρες θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι πατέρες	plural	male	descriptive_verb
Οι πατέρες πρέπει να ξέρουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι πατέρες	plural	male	descriptive_verb
Τα παιδιά θέλουν να [m].	[Εγώ] μου αρέσει [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά γνωρίζουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά είναι πολύ καλά στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	τα παιδιά	plural	male	descriptive_verb
Τα παιδιά πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	τα παιδιά	plural	male	descriptive_verb
Τα αγόρια θέλουν να [m].	[Εγώ] μου αρέσει [m]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια είναι πολύ καλά στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	τα αγόρια	plural	male	descriptive_verb
Τα αγόρια πρέπει να ξέρουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	τα αγόρια	plural	male	descriptive_verb
Τα αρσενικά αρέσουν να [m].	[Εγώ] μου αρέσει [m]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά είναι πολύ καλά στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	τα αρσενικά	plural	male	descriptive_verb
Τα αρσενικά πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	τα αρσενικά	plural	male	descriptive_verb
Οι αδελφοί θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι αδελφοί	plural	male	descriptive_verb
Οι αδελφοί πρέπει να ξέρουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι αδελφοί	plural	male	descriptive_verb
Οι θείοι θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι θείοι	plural	male	descriptive_verb
Οι θείοι ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι θείοι	plural	male	descriptive_verb
Οι θείοι προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι θείοι	plural	male	descriptive_verb
Οι θείοι είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι θείοι	plural	male	descriptive_verb
Οι θείοι πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι θείοι	plural	male	descriptive_verb
Οι νέοι θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι είναι πολύ καλοί στο [M].	[Εγώ] είναι πολύ καλοί στο [m]	Οι νέοι	plural	male	descriptive_verb
Οι νέοι πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι νέοι	plural	male	descriptive_verb
Οι σύζυγοι θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι Λόρδοι θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι Λόρδοι	plural	male	descriptive_verb
Οι Λόρδοι ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι Λόρδοι	plural	male	descriptive_verb
Οι Λόρδοι προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι Λόρδοι	plural	male	descriptive_verb
Οι άρχοντες είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι Λόρδοι	plural	male	descriptive_verb
Οι Λόρδοι πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι Λόρδοι	plural	male	descriptive_verb
Οι σύζυγοι θέλουν να [m].	[Εγώ] μου αρέσει [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι γνωρίζουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι σύζυγοι πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	οι σύζυγοι	plural	male	descriptive_verb
Οι φίλοι θέλουν να [m].	[Εγώ] μου αρέσει [m]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι ξέρουν πώς να [m].	[Εγώ] ξέρω πώς να [m]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι προορίζονται να είναι [m].	[Εγώ] πρέπει να είναι [m]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι είναι πολύ καλοί στο [m].	[Εγώ] είναι πολύ καλοί στο [m]	Οι φίλοι	plural	male	descriptive_verb
Οι φίλοι πρέπει να γνωρίζουν πώς να [m].	[Εγώ] πρέπει να ξέρω πώς να [m]	Οι φίλοι	plural	male	descriptive_verb
